"first_name","last_name","hire_date"
"Deborah","Rouquie","1986-02-28"
"Mizuhito","Kossowski","1986-01-08"
"Takahiro","Matzov","1986-10-10"
"Kwangsub","Uhrig","1986-01-19"
"Bedrich","Businaro","1986-09-25"
"Taizo","Linares","1986-04-04"
"Yucel","Rosch","1986-01-05"
"Ortrud","Fabrizio","1986-12-02"
"Denis","Shackel","1986-06-02"
"Basem","Klerer","1986-01-29"
"Mayumi","Gustavson","1986-09-17"
"Stafford","Kornatzky","1986-08-29"
"Cathie","Sessa","1986-01-10"
"Souichi","Duclos","1986-07-31"
"Byong","Benner","1986-02-10"
"Constantino","Krogh","1986-04-28"
"Lokesh","Jayawardene","1986-04-26"
"Sibyl","Luef","1986-08-20"
"Aluzio","Kakkad","1986-05-31"
"Tuval","Ruemmler","1986-08-30"
"Fun","Rajaraman","1986-11-05"
"Hailing","Morrey","1986-09-25"
"Marla","Seghrouchni","1986-11-16"
"Ronnie","Lichtner","1986-05-15"
"Arun","Giarratana","1986-10-24"
"Sreekrishna","Duclos","1986-03-01"
"Suzette","Schieder","1986-03-17"
"Mototsugu","Edelhoff","1986-03-05"
"Shakhar","Heuter","1986-03-04"
"Jianhao","Peres","1986-10-26"
"Doowon","Mukaidono","1986-11-03"
"Kish","Ducloy","1986-07-30"
"Ronnie","Chartres","1986-01-23"
"Makato","Gide","1986-01-14"
"Nobuyoshi","Kitsuregawa","1986-05-08"
"Uriel","Barreiro","1986-07-30"
"Moty","Henders","1986-05-05"
"Arfst","Barriga","1986-06-01"
"Sanjiv","Plump","1986-05-26"
"Luise","Matzat","1986-07-25"
"Kristof","Desikan","1986-09-24"
"Sandeepan","Mondadori","1986-10-04"
"Kwangyoen","Steinauer","1986-03-19"
"Sergi","Mitchem","1986-09-02"
"Anneke","Munke","1986-08-02"
"Marlo","Tiemann","1986-09-05"
"Tesuya","Speel","1986-11-22"
"Nirmal","Rosis","1986-06-24"
"Tetsurou","Garnick","1986-12-14"
"Reinhold","Wegerle","1986-08-09"
"Vitali","Eickenmeyer","1986-10-01"
"Martien","Walstra","1986-10-22"
"Maria","Warwick","1986-08-07"
"Yifei","Stanger","1986-09-02"
"Sreekrishna","Wynblatt","1986-08-19"
"Shichao","Tempesti","1986-10-21"
"Charmane","Huttel","1986-07-14"
"Perla","Beetstra","1986-03-28"
"Lorien","Perng","1986-08-11"
"Xinglin","Ponthieu","1986-01-18"
"Arif","Macedo","1986-12-22"
"Licheng","Welham","1986-12-23"
"Morrie","Luck","1986-02-03"
"Diederik","VanScheik","1986-07-11"
"Xiaocheng","Birke","1986-06-26"
"Martial","Manderick","1986-06-22"
"Ebbe","Silva","1986-06-11"
"Muneo","Raoux","1986-02-14"
"Fumiyo","Ariola","1986-05-29"
"Zhilian","Goodrum","1986-01-27"
"Ranan","Weedon","1986-01-15"
"Chiradeep","Pettis","1986-07-05"
"Nahid","Neiman","1986-09-20"
"Sergi","Schiettecatte","1986-01-04"
"Janalee","Viele","1986-03-27"
"Kazunori","Pintelas","1986-06-19"
"Baoqiu","Kakkar","1986-03-03"
"Yannis","Onuegbe","1986-09-19"
"Tse","Dredge","1986-06-14"
"Nidapan","Hoppenstand","1986-10-29"
"Toshiki","Katiyar","1986-02-09"
"Filipe","Birdsall","1986-08-24"
"Chenyi","Leppanen","1986-06-12"
"Alper","Beerel","1986-11-27"
"Odoardo","Hanabata","1986-04-08"
"Arno","Fasbender","1986-01-20"
"Lenore","Tiemann","1986-07-14"
"Gio","DuBourdieux","1986-08-14"
"Kerhong","Underwood","1986-05-10"
"Hailing","Collavizza","1986-04-25"
"Zhenhua","Adachi","1986-07-01"
"Rimon","Shimshoni","1986-09-27"
"Mong","Gihr","1986-09-18"
"Rosli","Papsdorf","1986-09-09"
"Rosalyn","Luke","1986-04-13"
"Golgen","Marquardt","1986-07-30"
"Shirish","Esteva","1986-10-04"
"Goo","Cronin","1986-07-08"
"Moni","Jenevein","1986-12-03"
"Xiping","Conde","1986-10-22"
"Shawna","Reinhart","1986-01-01"
"Shawna","Beidas","1986-05-18"
"Arvind","Gornas","1986-04-07"
"Chaitali","Masamoto","1986-12-01"
"Danny","Domenig","1986-10-26"
"Junsik","Cools","1986-09-22"
"Sungwon","McConalogue","1986-07-20"
"Sachin","Karner","1986-07-19"
"Niranjan","Khamsi","1986-02-02"
"Leucio","Sinicrope","1986-10-18"
"Mitchel","Waeselynck","1986-11-06"
"Fuqing","Zaiane","1986-06-04"
"Hausi","Desikan","1986-07-15"
"Vincent","Larfeldt","1986-09-20"
"Maik","Jahnichen","1986-09-06"
"Bodo","Brookner","1986-09-11"
"Yuqun","Bondorf","1986-11-16"
"Alair","Hiroyama","1986-03-01"
"Hein","Conta","1986-01-23"
"Divine","Lupu","1986-12-24"
"Arto","Penz","1986-05-04"
"Masali","Hagimont","1986-03-09"
"Sreekrishna","Alpay","1986-11-03"
"Basil","Luit","1986-10-13"
"Ioana","Keohane","1986-03-24"
"Tooru","Fiutem","1986-08-13"
"Udi","Gladwell","1986-10-28"
"Randy","Feinberg","1986-12-02"
"Ger","Restivo","1986-07-29"
"Nahla","Tchuente","1986-06-09"
"Akhilish","Passino","1986-01-28"
"Adly","Koshino","1986-10-18"
"Hisao","Emmart","1986-09-14"
"Fabrizio","Azadmanesh","1986-08-21"
"Mohd","Androutsos","1986-12-17"
"Dipankar","Lindqvist","1986-08-15"
"Oscar","Peir","1986-08-23"
"Jovan","Hutter","1986-04-29"
"Boriana","Ventosa","1986-10-10"
"Vesna","Raczkowsky","1986-10-01"
"Yannis","Karunanithi","1986-03-06"
"Kristen","Ermel","1986-01-08"
"Christophe","Emiris","1986-12-24"
"Sumali","Kading","1986-08-15"
"Patricia","Preusig","1986-07-19"
"Tadanori","Birke","1986-09-24"
"Kensyu","Jenevein","1986-06-07"
"Kotesh","Saoudi","1986-12-02"
"Taizo","Stentiford","1986-03-12"
"Hidefumi","Dymetman","1986-01-18"
"Sachin","Hiraishi","1986-02-14"
"JiYoung","Rahier","1986-05-26"
"Mingzeng","Kusalik","1986-03-31"
"Zsolt","Baca","1986-09-13"
"Oldrich","Mapelli","1986-01-23"
"JoAnne","Zweizig","1986-11-06"
"Richard","Mandelberg","1986-02-09"
"Hidefumi","Tokunaga","1986-12-13"
"Tran","Yeung","1986-01-11"
"Mona","Ligten","1986-03-16"
"Ortrud","Cairo","1986-03-17"
"Xiaopeng","Czaja","1986-06-19"
"Sajjad","Kolinko","1986-02-20"
"Dmitri","Hiyoshi","1986-07-18"
"Oguz","Angelopoulos","1986-11-29"
"Armond","Jahnichen","1986-12-25"
"Yechiam","Zaumen","1986-10-23"
"Jiann","Chenoweth","1986-04-23"
"Feixiong","England","1986-10-07"
"Yuichiro","Krider","1986-06-17"
"Guadalupe","Anandan","1986-10-18"
"Insup","Leaver","1986-11-20"
"Cristinel","Peyn","1986-03-24"
"Katsuo","Demke","1986-08-01"
"Palash","Mundy","1986-01-23"
"Erzsebet","Pagter","1986-11-19"
"Ghassan","Ferretti","1986-01-26"
"Fusako","Vadhan","1986-12-05"
"Atreyi","Denny","1986-05-21"
"Elvis","Brendel","1986-08-16"
"Kenton","Bharadwaj","1986-07-03"
"Sadegh","Daescu","1986-06-06"
"Fumitaka","Orlowski","1986-12-04"
"Sanjiv","Zschoche","1986-02-04"
"Mingdong","Ebeling","1986-07-21"
"Masako","Deyuan","1986-10-12"
"Katsuyuki","Esposito","1986-10-19"
"Mona","Melter","1986-05-01"
"Adly","Landherr","1986-04-20"
"Chaoyi","Narwekar","1986-09-14"
"Mostafa","Dechter","1986-03-26"
"Fei","Miyakawa","1986-10-07"
"Arra","Azadmanesh","1986-10-21"
"Khoa","Bahk","1986-06-10"
"Zengping","Gargeya","1986-01-02"
"Duangkaew","Shumilov","1986-11-13"
"Breannda","Schlumberger","1986-04-06"
"Sandeepan","Marsiglia","1986-03-27"
"Stabislas","Lorys","1986-04-26"
"Siddarth","Tempesti","1986-05-26"
"Christoph","Rindone","1986-09-15"
"Mabry","Valtorta","1986-05-23"
"Feiyu","Munos","1986-09-21"
"Takahito","Weisert","1986-03-31"
"Xuejun","Alvarado","1986-10-17"
"Ghassan","Hoogerwoord","1986-09-17"
"Shahar","Streit","1986-11-30"
"Serif","Lamma","1986-11-26"
"Doohun","Heping","1986-05-16"
"Garnik","Nourani","1986-09-03"
"Jaques","Hagimont","1986-06-01"
"Gererd","Rosis","1986-05-30"
"Stabislas","Rosca","1986-10-22"
"Heping","Silva","1986-03-14"
"Honesty","Montresor","1986-11-14"
"Tsutomu","Beeson","1986-12-05"
"Kwangho","Uchoa","1986-12-11"
"Aemilian","Peroz","1986-11-22"
"Ennio","Straney","1986-05-08"
"Shai","Pluym","1986-09-01"
"Shigeu","Langford","1986-12-19"
"Shahar","Dredge","1986-01-03"
"Ibibia","Zeleznik","1986-01-14"
"Dietrich","Domenig","1986-08-23"
"Ekawit","Bahk","1986-05-09"
"Gretta","Demke","1986-10-22"
"Foong","Bala","1986-01-03"
"Luerbio","Milicia","1986-01-15"
"Aluzio","Nanard","1986-05-22"
"Odinaldo","Asser","1986-02-07"
"Mona","Ramamoorthy","1986-07-03"
"Claude","Ciolek","1986-03-20"
"Shir","Bruckman","1986-09-15"
"Rildo","Lampe","1986-05-20"
"Remko","Kroll","1986-02-01"
"Arunachalam","Roison","1986-04-09"
"Kazuhiko","Billingsley","1986-11-16"
"Boriana","Zultner","1986-11-16"
"Jianhua","Picel","1986-05-12"
"Nathan","Wegerle","1986-11-17"
"Weidon","Stavenow","1986-08-20"
"Mototsugu","Dulay","1986-10-23"
"Pranjal","Perin","1986-09-23"
"Guther","Varley","1986-09-28"
"Collette","Rijsenbrij","1986-05-31"
"Xuedong","Vanwelkenhuysen","1986-06-26"
"Rutger","Dulin","1986-01-15"
"Gladys","Takkinen","1986-06-21"
"Shahid","Oppitz","1986-04-07"
"Zhenbing","Conry","1986-08-17"
"Otilia","Bhattacharjee","1986-08-27"
"Stabislas","Thiran","1986-05-31"
"Shaunak","Mateescu","1986-04-19"
"Shigeo","Kropp","1986-07-03"
"Aamer","Cheshire","1986-04-16"
"Zhongwei","Pagter","1986-12-07"
"Jacopo","Milicic","1986-09-24"
"Kiyokazu","Blokdijk","1986-07-22"
"Shigeichiro","Ulupinar","1986-03-07"
"Shuho","Mitsuhashi","1986-10-22"
"Richara","Linares","1986-03-13"
"Marsha","Burnard","1986-11-16"
"Kensyu","Pluym","1986-03-14"
"JiYoung","Pettis","1986-08-20"
"Anestis","Itzigehl","1986-10-30"
"Lech","Busillo","1986-10-25"
"Pintsang","Danecki","1986-04-21"
"Kaijung","Portugali","1986-01-17"
"Sachem","Cochrane","1986-01-26"
"Baoqiu","Langford","1986-11-24"
"Miyeon","Matzat","1986-01-08"
"Shan","Wroclawski","1986-08-22"
"Barna","Picco","1986-01-13"
"Shuho","Lung","1986-06-02"
"Mayumi","Wilharm","1986-07-03"
"Hitofumi","Kriebel","1986-03-01"
"Nechama","Wendorf","1986-03-18"
"Turgut","Gide","1986-07-07"
"Ulises","Camurati","1986-05-08"
"Mikhail","Solares","1986-08-02"
"Ronghao","Azulay","1986-01-29"
"Marek","Pleszkun","1986-09-15"
"Golgen","Jahnichen","1986-09-28"
"DAIDA","Lorie","1986-07-23"
"Froduald","Zaccaria","1986-12-10"
"Paraskevi","Siksek","1986-09-21"
"Alagu","Randt","1986-06-27"
"Maja","Baba","1986-06-25"
"Zhiguo","Trelles","1986-07-18"
"Mansur","Kulisch","1986-07-26"
"Bader","Harllee","1986-01-15"
"Leni","Hempstead","1986-02-27"
"Parto","Schmezko","1986-03-17"
"Sachin","Shackel","1986-06-04"
"Mantis","Waymire","1986-11-18"
"Sudhanshu","Cyne","1986-12-14"
"Prodip","Tischendorf","1986-08-05"
"Zhilian","Merey","1986-12-04"
"Kellie","Kaiserswerth","1986-11-18"
"Manibrata","Anger","1986-04-21"
"Sven","Sadowsky","1986-01-25"
"Ramalingam","Gunderson","1986-05-04"
"Aamod","Frolund","1986-05-02"
"Dekang","Jahnichen","1986-04-10"
"Rosella","Schurmann","1986-12-25"
"Dietrich","Crabtree","1986-05-24"
"Arto","Zlotek","1986-10-16"
"Bikash","Dulay","1986-09-16"
"Sungwon","Hoogerwoord","1986-07-22"
"Remko","Loncour","1986-04-15"
"Tiina","Buchter","1986-08-16"
"Anneke","Cichocki","1986-06-15"
"Yolla","Swist","1986-04-02"
"Djenana","Ebeling","1986-08-30"
"Goetz","Lanphier","1986-01-23"
"Mayuko","Eppinger","1986-08-24"
"Rosalyn","Ligten","1986-11-23"
"Manibrata","Gewali","1986-07-12"
"Fei","Reghbati","1986-03-08"
"Berni","Sridhar","1986-02-08"
"Hidekazu","Honiden","1986-08-22"
"Mana","Bale","1986-09-18"
"Hairong","Markovitch","1986-06-06"
"Utpal","Zucker","1986-03-16"
"Kerryn","Levergood","1986-09-27"
"King","Krybus","1986-01-20"
"Lillian","Nitto","1986-12-14"
"Billie","Mullainathan","1986-03-11"
"Volkmar","Hartvigsen","1986-12-21"
"Ung","McFarlin","1986-03-08"
"Hairong","Brlek","1986-05-21"
"Dipankar","Syang","1986-11-26"
"Mohua","Zultner","1986-03-03"
"Shigeu","Atchley","1986-12-16"
"Mingsen","Roohalamini","1986-06-02"
"Kien","Butner","1986-12-09"
"Mariusz","Karner","1986-06-21"
"Yinghua","Ossenbruggen","1986-06-08"
"Avishai","Comte","1986-04-08"
"Alper","Randt","1986-05-14"
"Sudhanshu","Erman","1986-12-07"
"Armond","Badr","1986-01-05"
"Sachio","Pelz","1986-04-10"
"Chriss","Zaccaria","1986-10-06"
"Eran","Thombley","1986-10-26"
"Shrikanth","Grospietsch","1986-03-31"
"Shir","Alblas","1986-05-10"
"Katsuyuki","Demizu","1986-06-18"
"Fumitake","Niizuma","1986-05-30"
"Susuma","Motley","1986-12-26"
"Taegyun","Muchinsky","1986-10-10"
"Neelam","Speel","1986-07-10"
"Sven","Nollmann","1986-02-17"
"Aemilian","Cromarty","1986-10-15"
"Manu","Gien","1986-12-19"
"Leif","Zhang","1986-03-02"
"Weidon","Seghrouchni","1986-07-13"
"Xiaoshan","Magalhaes","1986-04-23"
"Xiaopeng","Leppanen","1986-10-26"
"Marco","Isaac","1986-11-09"
"Tru","Neimat","1986-12-10"
"Yongdong","Ananiadou","1986-03-21"
"Kankanahalli","Brookman","1986-02-16"
"Aloke","Schwabacher","1986-02-02"
"Vasilii","Riesenhuber","1986-11-28"
"Basant","Luft","1986-07-15"
"Ashish","Redmiles","1986-07-18"
"Maren","Peek","1986-07-07"
"Premsyl","Pehl","1986-10-25"
"Randi","Jiang","1986-01-07"
"Bezalel","Reutenauer","1986-06-14"
"Vincent","Irland","1986-06-16"
"Geoffry","Ambroszkiewicz","1986-06-09"
"Khun","Tasistro","1986-04-30"
"Werner","Oskamp","1986-05-21"
"Kazuhira","Pintelas","1986-10-15"
"Fumiya","Stille","1986-03-12"
"Conrado","Siegrist","1986-06-19"
"Menkae","Haddadi","1986-09-07"
"Nakhoon","Glowinski","1986-02-16"
"Kiam","Ishibashi","1986-05-09"
"Nathan","Tischendorf","1986-02-28"
"Gudjon","Randi","1986-12-06"
"Aloke","Lukaszewicz","1986-09-11"
"Abdulah","Kowalchuk","1986-08-24"
"Fun","Ouhyoung","1986-09-23"
"Yongdong","Radhakrishnan","1986-08-05"
"Toshimi","Flexer","1986-04-18"
"Manu","Reeker","1986-06-28"
"Tuval","Broomell","1986-10-15"
"Gilbert","Horswill","1986-06-17"
"Elzbieta","Remmers","1986-03-31"
"Nikolaos","Thombley","1986-04-06"
"Duke","Ducloy","1986-06-10"
"Elvis","Kakkar","1986-09-30"
"Feiyu","Tsunoo","1986-03-14"
"Arie","Hoogerwoord","1986-07-17"
"Jongsuk","Emden","1986-07-28"
"Val","Pocchiola","1986-09-17"
"Jungsoon","Michaeli","1986-09-26"
"Takahira","Terkki","1986-01-31"
"Rafail","Dulay","1986-03-05"
"Gregory","Stiles","1986-12-31"
"Nobuyoshi","Yetto","1986-04-05"
"Fuqing","Calkin","1986-09-27"
"Apostol","Ozeri","1986-07-15"
"Morris","Quadeer","1986-03-29"
"Boaz","Hardjono","1986-06-08"
"Baziley","Sethi","1986-07-05"
"Toney","Eiron","1986-08-25"
"Toshimitsu","Eppinger","1986-04-06"
"Oscar","Stenning","1986-06-23"
"Jagoda","Puoti","1986-02-19"
"Utpal","Barinka","1986-07-10"
"Saeed","Bugrara","1986-05-17"
"Sanjai","Koprowski","1986-06-27"
"Alexius","Lubachevsky","1986-06-22"
"Subhrajyoti","Mikschl","1986-02-22"
"Vitaly","Bolsens","1986-03-08"
"Gino","Seuren","1986-01-09"
"Surveyors","Schapiro","1986-03-29"
"Hatim","Baja","1986-08-24"
"Tetsushi","Erni","1986-03-09"
"Nathalie","Kermarrec","1986-08-17"
"Lucian","Cummings","1986-05-22"
"Hironoby","Stamatiou","1986-12-29"
"Candido","Dichev","1986-07-07"
"Subhrajyoti","Murthy","1986-05-30"
"Xuejia","Ramsay","1986-05-16"
"Yuqun","Harnett","1986-06-16"
"Yuuichi","Gerteisen","1986-06-11"
"Jaber","Birnbaum","1986-10-27"
"Nathan","Thimonier","1986-07-17"
"Toshiki","Angel","1986-09-13"
"Bedrich","Mayerwieser","1986-07-18"
"Tsuneo","Hennebert","1986-11-07"
"Lunjin","Tagansky","1986-10-02"
"Lubomir","Syang","1986-08-01"
"Kauko","Schmiedel","1986-05-16"
"Kazuhiro","Matteis","1986-07-21"
"Aloke","Jiang","1986-01-03"
"Tremaine","Malabarba","1986-04-29"
"Martijn","Osgood","1986-04-25"
"Shaz","Shokrollahi","1986-02-15"
"Hironobu","Speek","1986-05-29"
"Danil","Kushner","1986-06-14"
"Kokou","Brender","1986-03-04"
"Nadjib","Dymetman","1986-07-29"
"Renee","Sommer","1986-06-19"
"Selwyn","Dolinsky","1986-11-16"
"Frazer","Ruemmler","1986-12-04"
"Tristan","Chelton","1986-12-07"
"Lorien","Linares","1986-10-19"
"Vitaly","Merli","1986-02-26"
"Saeed","Benaini","1986-07-28"
"Aram","Kroon","1986-06-16"
"Chrisa","Gruenwald","1986-10-08"
"Mahendra","Sidou","1986-02-26"
"Tetsurou","Bouloucos","1986-04-28"
"Adas","Hasham","1986-12-16"
"Leandro","Zongker","1986-09-21"
"Kristine","Mitsuhashi","1986-03-11"
"Alagu","Berztiss","1986-08-24"
"Berto","Sadowski","1986-12-11"
"Xiaopeng","Rodham","1986-03-31"
"Nechama","McAlpine","1986-04-06"
"Toshimori","Cesareni","1986-11-26"
"Kamakshi","Mansanne","1986-01-23"
"Denny","Oxman","1986-10-08"
"Laurentiu","Kornatzky","1986-05-07"
"Pranjal","Kopetz","1986-04-19"
"Vivian","Billawala","1986-12-11"
"Krister","Ozery","1986-08-22"
"Mircea","Tibblin","1986-02-02"
"Uri","Senzako","1986-01-17"
"Almudena","Vasanthakumar","1986-09-13"
"Mingdong","Demian","1986-03-09"
"Gregory","Matzel","1986-06-01"
"Georg","Stamatiou","1986-10-30"
"Mizuhito","Woycyznski","1986-01-29"
"Dmitry","Borovoy","1986-05-26"
"Peer","McConalogue","1986-05-07"
"Shaibal","Farris","1986-12-14"
"Kousuke","Farrar","1986-06-07"
"Manu","Bruckman","1986-11-30"
"Lijie","Maksimenko","1986-12-15"
"Aiichiro","Baak","1986-11-28"
"Tomoyuki","Muntz","1986-08-28"
"Kenton","Panienski","1986-04-05"
"Mamdouh","Hanabata","1986-03-30"
"Kokou","Birjandi","1986-05-09"
"Sachio","Sadowsky","1986-03-12"
"Sastry","Pehl","1986-12-09"
"Yuchang","McDermid","1986-04-20"
"Wilmer","Zallocco","1986-04-08"
"Sven","Rosen","1986-08-22"
"Shao","Masaki","1986-12-06"
"Lunjin","McFarlan","1986-12-22"
"Arve","Munoz","1986-07-15"
"Yinghua","Thimonier","1986-07-06"
"Tetsurou","Puppe","1986-09-02"
"Fayez","Ratzlaff","1986-09-19"
"Rosalie","Crouzet","1986-12-26"
"Jiang","Muchinsky","1986-11-14"
"Stella","Curless","1986-03-20"
"Changho","Khamsi","1986-06-17"
"Yolla","Stafford","1986-04-27"
"Gay","Botman","1986-05-09"
"Yoshimitsu","Ohori","1986-01-14"
"Ronnie","Rosen","1986-11-16"
"Gay","Gulik","1986-12-31"
"Arra","Staylopatis","1986-11-29"
"Lalit","Mahnke","1986-11-11"
"Zito","Cooley","1986-11-29"
"Mohan","Perfilyeva","1986-06-16"
"Toshimi","Impagliazzo","1986-05-21"
"Valdiodio","Pepe","1986-03-08"
"Yuping","Speek","1986-12-22"
"Kristina","Pashtan","1986-01-12"
"Jacopo","Cheshire","1986-09-02"
"Sashi","Erni","1986-11-17"
"Jayson","Moffat","1986-01-20"
"Dmitri","Begiun","1986-10-12"
"Maris","Vilarrasa","1986-05-22"
"Susanna","Zallocco","1986-10-22"
"Hideo","Buchter","1986-05-02"
"Manton","Fujisaki","1986-10-13"
"Gil","Soicher","1986-01-07"
"Bangqing","Molberg","1986-06-28"
"Aiman","Zumaque","1986-04-24"
"Rosalyn","Melski","1986-02-06"
"Vishv","Veldwijk","1986-08-17"
"Domenico","Gente","1986-11-19"
"Guoxiang","Chiodo","1986-10-21"
"Niranjan","Luders","1986-03-15"
"Clyde","Atrawala","1986-11-21"
"Krisda","Bratten","1986-10-17"
"Zijian","Zielinski","1986-09-25"
"Taizo","Parascandalo","1986-09-26"
"Takahiro","Wolniewicz","1986-01-27"
"Samphel","Farrel","1986-02-07"
"Holgard","Cyre","1986-09-16"
"Tomoyuki","Butterworth","1986-09-24"
"IEEE","Zastre","1986-08-28"
"Saeko","Hooghiemstra","1986-04-24"
"Marko","Fendler","1986-12-26"
"Subbu","Kuhnemann","1986-08-12"
"Yechezkel","Birch","1986-07-11"
"Mototsugu","Baezner","1986-07-11"
"Tetsushi","England","1986-07-05"
"Berna","Ramalingam","1986-12-23"
"Hatsukazu","Aloisi","1986-02-20"
"Malu","Reistad","1986-11-09"
"Vasilii","Bauknecht","1986-06-09"
"Yagil","Restivo","1986-06-21"
"Perry","Miara","1986-02-27"
"Berry","Panwar","1986-11-26"
"Phillip","Matteis","1986-11-05"
"Mrinalini","Laventhal","1986-05-04"
"Toshimitsu","Zhiwei","1986-02-19"
"Marit","Sevcikova","1986-07-17"
"Fumitake","Murtafg","1986-06-05"
"Hitofumi","Schaft","1986-05-18"
"Arif","Baar","1986-06-25"
"Jiann","Setia","1986-11-04"
"Hatem","Plavsic","1986-09-10"
"Renee","Dehkordi","1986-04-14"
"Ioana","Szilard","1986-05-13"
"Kristinn","Varman","1986-01-13"
"Juichirou","Giaccio","1986-04-20"
"Richara","Lenart","1986-10-24"
"Shuji","Seiwald","1986-01-12"
"Khaled","Beilner","1986-09-02"
"Shaowen","Farrag","1986-03-06"
"Guozhong","Ramsay","1986-01-31"
"Ottavia","Sethi","1986-02-25"
"Aris","Cappelletti","1986-11-15"
"Faiza","Dichev","1986-08-11"
"Ramzi","Gronowski","1986-07-29"
"Dekang","Ambroszkiewicz","1986-12-09"
"Zissis","Jayawardene","1986-02-24"
"Sakthirel","Belinskaya","1986-03-03"
"Ipke","Navazio","1986-05-14"
"Dante","Himler","1986-04-27"
"Alexius","Hiltgen","1986-07-15"
"Zhenbing","Schonegge","1986-03-17"
"Zsolt","Savasere","1986-11-29"
"Nahid","Zizka","1986-12-24"
"Toshiki","Cullers","1986-07-03"
"Paris","Hutton","1986-09-19"
"Arunachalam","Oppitz","1986-05-20"
"Nigel","Hempstead","1986-04-27"
"Vidya","Leppanen","1986-05-14"
"Isamu","Spelt","1986-04-23"
"Stamatina","Conti","1986-05-13"
"Kotesh","Tanemo","1986-11-03"
"Aral","Pulkowski","1986-09-02"
"Kensyu","Scallan","1986-11-07"
"Apostol","Hebert","1986-09-05"
"Mario","Katiyar","1986-11-13"
"Maia","Schreiter","1986-01-23"
"Lunjin","Assaf","1986-02-01"
"Ayonca","Makinen","1986-10-19"
"Gou","Kalefeld","1986-04-25"
"Mani","Parhami","1986-10-07"
"Jianhua","Munoz","1986-03-09"
"Youjian","Brookman","1986-05-15"
"Poornachandra","Mahnke","1986-02-28"
"Xudong","Moehrke","1986-12-19"
"Shaunak","Versino","1986-02-03"
"Abdelaziz","Hofmeyr","1986-11-04"
"Yuping","Porenta","1986-02-15"
"Yahiko","Chartres","1986-03-18"
"DAIDA","DeMori","1986-10-21"
"Domenick","Goodrum","1986-08-10"
"Narain","Biros","1986-06-02"
"Saniya","Zobel","1986-12-27"
"Sampalli","Conia","1986-06-28"
"Almudena","Butterworth","1986-11-28"
"Shaowei","Sundgren","1986-02-27"
"Shaunak","Poupard","1986-08-13"
"Sorina","Thombley","1986-01-25"
"Tiina","Hebden","1986-09-10"
"Houman","Stanfel","1986-02-10"
"Angus","Linares","1986-10-04"
"Nahid","Bierbaum","1986-09-02"
"Tomoyuki","Stentiford","1986-04-13"
"Odinaldo","Vernadat","1986-08-18"
"Marsja","Siegrist","1986-10-04"
"Pranay","Ecklund","1986-04-14"
"Zhilian","Kobara","1986-10-25"
"Mabry","Grospietsch","1986-07-31"
"Jinxi","Farris","1986-05-30"
"Mohit","Kenevan","1986-07-21"
"Sarita","Peris","1986-06-02"
"Duke","Pardalos","1986-11-17"
"Jeong","Kisuki","1986-06-24"
"Saeed","Bergere","1986-05-25"
"Jianhui","Lubachevsky","1986-08-27"
"Zeljko","Walstra","1986-02-07"
"Heejo","Mikschl","1986-10-23"
"Debatosh","Plesums","1986-03-31"
"Siamak","Pelz","1986-07-16"
"Zito","Veeraraghavan","1986-05-31"
"Miomir","Raoux","1986-11-22"
"Takahiro","Naumovich","1986-02-03"
"Siamak","McConalogue","1986-09-26"
"Huican","Aamodt","1986-12-12"
"Vivian","Holburn","1986-02-17"
"Shan","Detkin","1986-01-27"
"Fumiko","Cools","1986-10-12"
"Huiqun","Matzov","1986-09-10"
"Arto","Fendler","1986-06-12"
"Changho","Fritzsche","1986-05-28"
"Karlis","Conry","1986-04-27"
"Supot","Range","1986-11-15"
"Sastry","Junet","1986-07-02"
"Raimond","Lanzelotte","1986-09-25"
"Zine","Cullers","1986-10-23"
"Angel","Kornyak","1986-12-05"
"Jeanna","Gruenwald","1986-08-04"
"Zhongwei","Streng","1986-08-26"
"Sergi","Muhling","1986-01-27"
"Charmane","Kornatzky","1986-04-21"
"Kerryn","Farris","1986-09-10"
"Maia","Chandrasekhar","1986-02-21"
"Emdad","Luders","1986-02-04"
"Shigeichiro","Chenney","1986-02-02"
"Manton","Decaestecker","1986-08-11"
"Lokesh","Lambe","1986-03-15"
"Niteen","Ushiama","1986-11-11"
"Mansur","Kowalchuk","1986-10-15"
"Toong","Piazza","1986-02-28"
"Honglan","Cannard","1986-05-06"
"Kotesh","Calkin","1986-09-07"
"Fayez","Fendler","1986-05-18"
"Jiann","Weedon","1986-09-15"
"Sampalli","Bednarek","1986-04-29"
"Tzu","Erez","1986-12-11"
"Giap","Kaminger","1986-11-05"
"Gao","Merlo","1986-12-04"
"Arno","Domenig","1986-02-15"
"Hongzue","Conta","1986-08-10"
"Heekeun","Rehfuss","1986-04-04"
"Jianhao","Fandrianto","1986-03-25"
"Atreye","Luce","1986-11-28"
"Shiv","Cyre","1986-03-22"
"Sampalli","Braunschweig","1986-11-25"
"Mara","Sidhu","1986-10-10"
